"Date","Supplier","Order No.","Ref. No.","Due Date","Branch","Requisition Type","Item/Ledger Group","Item","Min. Qty.","Max. Qty.","Unit.","Rate","Delivery Date","CGST %","SGST %","IGST %","VAT %","Last Approved Rate","Last Supplier","Broker","Total Amount(৳)","Status","Delivery Type","Open PO","Open PO No.","PDF","Approve/Send Mail","Reject","Rejected Reason","Back To User","Reason (Back to User)","Next Level Status"
"12/11/25","M/S Gazi Enterprise","NOV25/078PO/SCM/88","","12/12/25","78.Parasole Footwear Ltd. Gazirchot","ITEM","Stationery","Black Oxford Shoe (Bata)","6.0","6.0","PAIR","1,400.00","08/09/26","0.00","0.00","0.00","0.00","1400.0","Gazi Enterprise","-","17,905.00","pending","Delivered","No","","","","","","","",""
"12/11/25","Local Purchase - (SCM only)","NOV25/083PO/SCM/5","","12/12/25","83.PAL Compost Plant Baniarchala","SERVICE","Factory Overhead 41","Repair &amp; Maintenance-Vehicle (Farms)","1.0","1.0","No.","1,050.00","12/12/25","0.00","0.00","0.00","0.00","0.0","-","-","1,050.00","pending","Delivered","No","","","","","","","",""
"12/11/25","Local Purchase - (SCM only)","NOV25/083PO/SCM/4","","12/12/25","83.PAL Compost Plant Baniarchala","SERVICE","Factory Overhead 41","Repair &amp; Maintenance-Vehicle (Farms)","1.0","1.0","No.","150.00","12/12/25","0.00","0.00","0.00","0.00","0.0","-","-","150.00","pending","Delivered","No","","","","","","","",""
"13/11/25","Ismail Automobiles","NOV25/030PO/SCM/1","","13/12/25","30.PAL Compost Plant Sreepur","SERVICE","Factory Overhead 41","Repair &amp; Maintenance-Vehicle (Farms)","1.0","1.0","No.","5,750.00","13/12/25","0.00","0.00","0.00","0.00","0.0","-","-","5,750.00","pending","Delivered","No","","","","","","","",""
"13/11/25","Ismail Automobiles","NOV25/030PO/SCM/2","","13/12/25","30.PAL Compost Plant Sreepur","SERVICE","Factory Overhead 41","Repair &amp; Maintenance-Vehicle (Farms)","1.0","1.0","No.","22,050.00","20/01/26","0.00","0.00","0.00","0.00","0.0","-","-","22,050.00","pending","Delivered","No","","","","","","","",""
"13/11/25","WALTON HI-TECH INDUSTRIES PLC","NOV25/078PO/SCM/96","CS","13/12/25","78.Parasole Footwear Ltd. Gazirchot","ITEM","ASSETS","Cable 2 X 0.75rm Flexible CWIP (P&amp;M)","100.0","100.0","MTR","55.94","09/09/26","0.00","0.00","0.00","0.00","56.98","SQ WIRE AND CABLE CO. LTD","-","15,708.00","pending","Delivered","No","","","","","","","",""
"13/11/25","WALTON HI-TECH INDUSTRIES PLC","NOV25/078PO/SCM/96","CS","13/12/25","78.Parasole Footwear Ltd. Gazirchot","ITEM","ASSETS","Cable 6 X 0.65rm Control Flexible CWIP","100.0","100.0","MTR","101.14","09/09/26","0.00","0.00","0.00","0.00","0.0","-","-","15,708.00","pending","Delivered","No","","","","","","","",""
"13/11/25","Local Purchase - (SCM only)","NOV25/078PO/SCM/99","CS","13/03/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Stationery","Bin Card","2,000.0","2,000.0","NO (S)","3.50","13/03/26","0.00","0.00","0.00","0.00","1.4","Rana Enteprise","-","7,000.00","pending","Delivered","No","","","","","","","",""
"13/11/25","PUMA Machineries and Accessories","NOV25/137PO/SCM/14","CS","13/12/25","137.P and M Footwear Accessories Ltd.","ITEM","Spare Parts","Variable Frequency Drive Inverter 1.5KW 200V-240V Model-HLP-C100 (Holip)","1.0","1.0","NO (S)","20,000.00","09/09/26","0.00","0.00","0.00","0.00","20000.0","Puma Technology Ltd","-","20,000.00","pending","Delivered","No","","","","","","","",""
"27/10/25","Green Trust Latex Industries Ltd","OCT25/078PO/SCM/148","CS","24/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Latex NA-016","1,500.0","1,500.0","kg","246.00","24/02/26","0.00","0.00","0.00","0.00","246.0","Green Trust Latex Industries Ltd","-","3,69,000.00","pending","Delivered","No","","","","","","","",""
"27/10/25","MUSA-ALI SEWING CENTER","OCT25/078PO/SCM/149","CS","26/11/25","78.Parasole Footwear Ltd. Gazirchot","ITEM","Sewing Machine","Sewing Needle Ball Point DPX5 18/110 (Groz-Beckert)","500.0","500.0","NO (S)","5.50","23/08/26","0.00","0.00","0.00","0.00","6.0","ARAF SEWING CENTER","-","13,750.00","pending","Delivered","No","","","","","","","",""
"27/10/25","MUSA-ALI SEWING CENTER","OCT25/078PO/SCM/149","CS","26/11/25","78.Parasole Footwear Ltd. Gazirchot","ITEM","Sewing Machine","Sewing Needle Ball Point 14/90 (DPX5 )","500.0","500.0","NO (S)","5.50","23/08/26","0.00","0.00","0.00","0.00","6.0","MUSA-ALI SEWING CENTER","-","13,750.00","pending","Delivered","No","","","","","","","",""
"27/10/25","MUSA-ALI SEWING CENTER","OCT25/078PO/SCM/149","CS","26/11/25","78.Parasole Footwear Ltd. Gazirchot","ITEM","Sewing Machine","Sewing Needle Ball Point DPX5 16/100 (Groz-Beckert)","1,000.0","1,000.0","NO (S)","5.50","23/08/26","0.00","0.00","0.00","0.00","6.0","MUSA-ALI SEWING CENTER","-","13,750.00","pending","Delivered","No","","","","","","","",""
"27/10/25","MUSA-ALI SEWING CENTER","OCT25/078PO/SCM/149","CS","26/11/25","78.Parasole Footwear Ltd. Gazirchot","ITEM","Sewing Machine","Sewing Needle Ball Point DDX1 25/200 (DOTEC)","50.0","50.0","NO (S)","55.00","23/08/26","0.00","0.00","0.00","0.00","0.01","Inventory Adjustment SCM","-","13,750.00","pending","Delivered","No","","","","","","","",""
"28/10/25","Sanwang Colour Company Ltd","OCT25/078PO/SCM/150","CS","25/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Screen Print Color PVC Black","344.0","344.0","kg","1,000.00","25/02/26","0.00","0.00","0.00","0.00","1000.0","Sanwang Colour Company Ltd","-","3,44,000.00","pending","Delivered","No","","","","","","","",""
"28/10/25","M/S. SHAFIQUE ENTERPRISE","OCT25/078PO/SCM/155","CS-Prod.Items","25/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Rivet For Insole","2,151.0","2,151.0","PAIR","0.50","25/02/26","0.00","0.00","0.00","0.00","0.5","M/S. SHAFIQUE ENTERPRISE","-","19,359.00","pending","Delivered","No","","","","","","","",""
"28/10/25","M/S. SHAFIQUE ENTERPRISE","OCT25/078PO/SCM/155","CS-Prod.Items","25/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Steel Shank Diff Types","2,151.0","2,151.0","PAIR","8.50","25/02/26","0.00","0.00","0.00","0.00","8.5","M/S. SHAFIQUE ENTERPRISE","-","19,359.00","pending","Delivered","No","","","","","","","",""
"30/10/25","S S Trading","OCT25/078PO/SCM/158","CS-Prod.Items","27/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Moti Gum","200.0","200.0","NO (S)","450.00","27/02/26","0.00","0.00","0.00","0.00","450.0","S S Trading","-","3,75,000.00","pending","Delivered","No","","","","","","","",""
"30/10/25","S S Trading","OCT25/078PO/SCM/158","CS-Prod.Items","27/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Reducer For Screenprint","950.0","950.0","kg","300.00","27/02/26","0.00","0.00","0.00","0.00","300.0","S S Trading","-","3,75,000.00","pending","Delivered","No","","","","","","","",""
"30/10/25","Paragon Plast Fiber Ltd.","OCT25/078PO/SCM/159","Prod.Items","27/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Poly Bag 14 inch Long  X  10 inch Wide","500.0","500.0","kg","230.00","27/02/26","0.00","0.00","0.00","0.00","230.0","Paragon Plast Fiber Ltd.","-","3,45,000.00","pending","Delivered","No","","","","","","","",""
"30/10/25","Paragon Plast Fiber Ltd.","OCT25/078PO/SCM/159","Prod.Items","27/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Poly Bag 45 inch Long  X 27 inch Wide","500.0","500.0","kg","230.00","27/02/26","0.00","0.00","0.00","0.00","230.0","Paragon Plast Fiber Ltd.","-","3,45,000.00","pending","Delivered","No","","","","","","","",""
"30/10/25","Paragon Plast Fiber Ltd.","OCT25/078PO/SCM/159","Prod.Items","27/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Poly Bag 24 inch Long  X  18 inch Wide","500.0","500.0","kg","230.00","27/02/26","0.00","0.00","0.00","0.00","230.0","Paragon Plast Fiber Ltd.","-","3,45,000.00","pending","Delivered","No","","","","","","","",""
"30/10/25","MUSA-ALI SEWING CENTER","OCT25/078PO/SCM/160","CS","27/02/26","78.Parasole Footwear Ltd. Gazirchot","ITEM","Footware Items","Mica Sheet 0.8mm-0.9mm","40.0","40.0","NO (S)","740.00","27/02/26","0.00","0.00","0.00","0.00","740.0","MUSA-ALI SEWING CENTER","-","29,600.00","pending","Delivered","No","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
